"","year","lrf.m","lrf.sd","lrf.l","lff.m","lff.sd","lff.l","lcf.m","lcf.sd","lcf.l","stdi.m","stdi.sd","stdi.l","smdi.m","smdi.sd","smdi.l","tsdi.m","tsdi.sd","tsdi.l"
"year125",125,94.8385503939622,3.69595922939405,50,11.5485913545723,0.371419523306761,50,6.59773902923886,1.8337368587976,50,16.1657751038131,0.93170299754242,50,-0.0234109599228725,0.12578814678098,50,16.1923435740104,0.917450388545112,50
"year126",126,94.3295767082212,3.70070543938247,50,11.6132283164729,0.37405475403057,50,6.671827596015,1.85383439406214,50,16.8717912044295,0.961317337760515,50,-0.0233172058541584,0.1252785542834,50,16.8983589895496,0.947874394534845,50
"year127",127,93.8226555983599,3.702812839082,50,11.6730233058228,0.37661905377347,50,6.74166885491703,1.8727250105707,50,17.1956046000655,0.971241629914222,50,-0.0233312594491326,0.125355106113028,50,17.2221723586548,0.958176274941255,50
"year128",128,93.3188201915388,3.70343712294621,50,11.728364143999,0.379083974532021,50,6.80824377303417,1.89066302834947,50,17.4708002245525,0.97956036038256,50,-0.023344153544524,0.125425149832896,50,17.4973681725285,0.966871434544455,50
"year129",129,92.829276257637,3.70303372806457,50,11.781840519456,0.381457248348977,50,6.87310144341136,1.90807276996708,50,17.7168559012323,0.986842648365332,50,-0.0233566832202757,0.125493204200214,50,17.743424124293,0.974524777115498,50
"year130",130,92.3572872630405,3.70173553241871,50,11.834366354197,0.383771339796756,50,6.93680435879976,1.92512501093934,50,17.9411265430542,0.993421650293574,50,-0.0233690982186499,0.125560652886566,50,17.9676950835843,0.98146756972893,50
"year131",131,91.9034633697994,3.69960812636062,50,11.8862809055774,0.386048209013162,50,6.99955126707263,1.94188673920012,50,18.1468559924756,0.999477473175368,50,-0.0233814798137604,0.12562793374005,50,18.1734248759099,0.987879905307311,50
"year132",132,91.4315075526692,3.69606366325229,50,11.9359457395267,0.38827488648744,50,7.05796761189746,1.95741080339004,50,18.0241981180446,0.988370298705232,50,-0.0234824755640585,0.126177196668671,50,18.0507676221066,0.976826891889326,50
"year133",133,90.9447158987235,3.69165042007799,50,11.9823275645883,0.390431358767776,50,7.11248913777929,1.97180836935612,50,17.8267141159581,0.974151702459716,50,-0.0235886000255249,0.126754305780151,50,17.8532843430787,0.962640803632302,50
"year134",134,90.4549920616538,3.68658542646439,50,12.0271024067775,0.392513239903179,50,7.16443383590517,1.98544111872483,50,17.5887645367677,0.958324584894596,50,-0.0236948439889369,0.127332136574821,50,17.6153355272437,0.946838990755074,50
"year135",135,89.9670754251185,3.68087262991687,50,12.0709770212669,0.394539341491838,50,7.21435602732952,1.99847594986094,50,17.3182003616055,0.941228652959341,50,-0.0238014827548363,0.127912199420026,50,17.3447721375778,0.929758312313001,50
"year136",136,89.4826089308437,3.67449235940304,50,12.114195675951,0.396524826001089,50,7.26247984989613,2.01098737000245,50,17.0187120900366,0.923051756629615,50,-0.0239086132295961,0.12849501024815,50,17.045284667332,0.911585516405479,50
"year137",137,89.0463400325703,3.66826669432526,50,12.1778114759451,0.398802886503887,50,7.31331721893056,2.02425720005469,50,17.082319821287,0.92538719711244,50,-0.0239060328250838,0.128480914738016,50,17.1088937111149,0.914314234111689,50
"year138",138,88.667099788012,3.66182725934485,50,12.2620441051326,0.401499256823659,50,7.36780578013681,2.03857779628017,50,17.3207547126094,0.937144008972291,50,-0.0238623146794754,0.128243083820147,50,17.347330255626,0.926595630365586,50
"year139",139,88.3267976124162,3.65478126679501,50,12.3584306104487,0.404524368019145,50,7.4240975969242,2.05345396095707,50,17.5821859758451,0.950005504986609,50,-0.0238198041796232,0.128011800452051,50,17.6087632777089,0.939957948466102,50
"year140",140,88.0141963025795,3.64718602897972,50,12.4629297341831,0.407764896444451,50,7.4810810944809,2.06856771473372,50,17.8526314029153,0.963420335427218,50,-0.023777753833167,0.127782948190986,50,17.8792105053752,0.953853819691545,50
"year141",141,87.7247662463137,3.63919219255367,50,12.5739733219373,0.411147334928212,50,7.53837605657699,2.08379778118102,50,18.1272586695737,0.97714109053912,50,-0.0237359270071062,0.127555267660567,50,18.1538395945115,0.96803630379918,50
"year142",142,87.4701042514005,3.63118477197278,50,12.6812910270921,0.414470987972617,50,7.59727310670323,2.09949895456728,50,18.5258176494311,0.997793950180024,50,-0.0236590362826865,0.127136817675859,50,18.5523998427827,0.989229780970553,50
"year143",143,87.2599916884181,3.62330160202369,50,12.7802445537609,0.417571473697659,50,7.65888714932693,2.11598738687677,50,19.0604536341519,1.02570663374504,50,-0.0235477429996928,0.126531309656555,50,19.0870363844785,1.01774055738979,50
"year144",144,87.0861428202127,3.61535600974286,50,12.8768882829541,0.42052535333107,50,7.72242754144264,2.13304795501272,50,19.6170875492296,1.05436040777879,50,-0.0234374505163544,0.12593136148094,50,19.6436706642811,1.04694498473769,50
"year145",145,86.9412726186063,3.60738063108401,50,12.9724559768377,0.423426145461431,50,7.78720841142293,2.15048642790299,50,20.1876319288767,1.08349172219309,50,-0.0233278769771334,0.125335376985086,50,20.2142153530529,1.07658497867633,50
"year146",146,86.8220587946765,3.59946967635287,50,13.0674362020721,0.426321117333202,50,7.85299341620503,2.16822818624876,50,20.7691012266317,1.11297915184691,50,-0.0232189351586624,0.12474287547036,50,20.7956849451831,1.10654319372629,50
"year147",147,86.7277287513734,3.59172655915531,50,13.1613147736702,0.429220143432599,50,7.9198114938864,2.18627527939197,50,21.3703774126417,1.14331814375316,50,-0.0231076491918532,0.124137677551321,50,21.3969613800706,1.13732413413881,50
"year148",148,86.6596648056198,3.5842534154029,50,13.2527255830618,0.432103813313491,50,7.98791716298487,2.20469625424124,50,22.007727124291,1.17536786089295,50,-0.0229894789401317,0.123495109654371,50,22.0343112185996,1.16979694931587,50
"year149",149,86.6157688533244,3.57705214949312,50,13.3428427729724,0.434985801428671,50,8.05718456099755,2.22345461098179,50,22.6567736034263,1.20773562120079,50,-0.0228720784115194,0.122856802122869,50,22.6833577948959,1.20255474661707,50
"year150",150,86.5938134719638,3.57015183825674,50,13.4319246750439,0.437881963598885,50,8.1274623501505,2.24250660637569,50,23.3155860770317,1.24036209161167,50,-0.0227553891067583,0.122222424283381,50,23.3421703599138,1.235541521428,50
"year151",151,86.59236416456,3.56359024848774,50,13.5201075960362,0.440799651969157,50,8.19868503259601,2.26183130928912,50,23.9832166207893,1.27321325300536,50,-0.0226393905781697,0.121591862738071,50,24.0098009962748,1.26872608626342,50
"year152",152,86.6083848740166,3.55736457154246,50,13.6068191345925,0.443731507048931,50,8.27060734624947,2.28135713620177,50,24.6423528552114,1.30536912343834,50,-0.0225287511783318,0.120990488329309,50,24.6689373183755,1.30118383182659,50
"year153",153,86.6112262230845,3.55096027172635,50,13.6819839517682,0.446514518417314,50,8.33992559707702,2.30014491798938,50,25.0460529733851,1.3236630773337,50,-0.0224917293667534,0.120789236626717,50,25.0726373967722,1.31965304624014,50
"year154",154,86.6053620349809,3.54478807057237,50,13.7489404063664,0.449126973031019,50,8.40718944546635,2.31833714177467,50,25.4234023887104,1.34113215814473,50,-0.0224538146236762,0.120583075338615,50,25.4499867406457,1.33729759479236,50
"year155",155,86.6004653723064,3.53899041106032,50,13.8110402320283,0.451616591509069,50,8.47359982592432,2.3362601173084,50,25.7886325025979,1.35814894010175,50,-0.0224156342534343,0.120375509579225,50,25.8152167759188,1.35448484652209,50
"year156",156,86.5999178544922,3.53355454409662,50,13.8696099605822,0.454037403587147,50,8.53960557918423,2.35404711482742,50,26.147154229654,1.3748995833671,50,-0.0223774023584235,0.120167703487848,50,26.1737384242044,1.37139884084551,50
"year157",157,86.6048312196824,3.52844806954493,50,13.9252333178535,0.456422024311809,50,8.60538373860612,2.37175532673238,50,26.5011486247272,1.39147843759689,50,-0.0223391969025494,0.119960068756983,50,26.5277327425008,1.38813384377492,50
"year158",158,86.6141374580585,3.52362039056491,50,13.9857484922931,0.458895499215511,50,8.67085830566061,2.38936797749191,50,26.8409066264442,1.40735989369181,50,-0.0223045282776275,0.119771671631049,50,26.8674910050365,1.40416025574987,50
"year159",159,86.627742953594,3.51906726680672,50,14.0492063057044,0.461477838753682,50,8.73605967900857,2.40689611921111,50,27.1749606169883,1.42302225785594,50,-0.0222706210652359,0.119587407153658,50,27.2015454139303,1.41996146601939,50
"year160",160,86.6459837538276,3.51478830680929,50,14.1137716291876,0.464130825274189,50,8.80106911317264,2.42436379883865,50,27.5058064355576,1.4385883301509,50,-0.0222367967183476,0.119403589110955,50,27.532391699333,1.4356617928213,50
"year161",161,86.6689251889517,3.5107778423149,50,14.1787660724329,0.466820292540018,50,8.86593395085406,2.44178564732815,50,27.8337394996202,1.45406601683518,50,-0.0222030424524229,0.119220152217068,50,27.8603252485566,1.45126941938808,50
"year162",162,86.6964669181757,3.50702976081295,50,14.2439273076987,0.469525903171823,50,8.93067983940049,2.4591699960329,50,28.1589459271284,1.46945989018931,50,-0.022169351349558,0.119037061293892,50,28.185532170078,1.46678902519769,50
"year163",163,86.7202303021366,3.50337869931938,50,14.3035824631797,0.472152577390635,50,8.99436504199106,2.47625021930214,50,28.4101819255484,1.48098952552487,50,-0.0221554446544337,0.11896146267086,50,28.4367685178178,1.47841835588788,50
"year164",164,86.7362255858661,3.49981940451323,50,14.3563432500609,0.474639470480914,50,9.05654483338141,2.49289783691667,50,28.6055390171258,1.48981447189019,50,-0.0221533538598698,0.118950046760507,50,28.6321258300102,1.48732985491143,50
"year165",165,86.7478579023276,3.49644771083648,50,14.4048547384515,0.477007928356769,50,9.11765858436586,2.50923226343228,50,28.7870245581271,1.4981730523029,50,-0.0221509847981474,0.118937121966792,50,28.8136115574294,1.49577575296392,50
"year166",166,86.7578297038215,3.49328226129804,50,14.4505319330043,0.47929647995707,50,9.17806518380416,2.52535491332731,50,28.9589635551432,1.50619230279202,50,-0.0221485111290485,0.118923646376469,50,28.9855507316448,1.50388119357003,50
"year167",167,86.7671762482201,3.49030857363514,50,14.4939753848586,0.481533040700386,50,9.23791390144081,2.54131160092281,50,29.1232454334036,1.51393886620152,50,-0.0221459966636024,0.118909962513092,50,29.1498327853113,1.51171208773131,50
"year168",168,86.7747160369808,3.48747745597238,50,14.5429089381265,0.483831262726697,50,9.29708494092055,2.55707140185894,50,29.2680564446158,1.52076869332327,50,-0.0221475204956448,0.118918227598376,50,29.2946443046078,1.51861986354261,50
"year169",169,86.7784658344393,3.48474556195266,50,14.6050980841567,0.486339737922157,50,9.35535737336259,2.57257324989561,50,29.3866271065827,1.52633880648155,50,-0.0221551607037134,0.1189597119758,50,29.4132160643438,1.52426022831314,50
"year170",170,86.7793962751567,3.48213762838779,50,14.6740380590376,0.489021855333449,50,9.41286622556336,2.58785538968069,50,29.4974558203133,1.5316523622068,50,-0.0221628739892526,0.11900156154838,50,29.5240460408506,1.52964401862743,50
"year171",171,86.7785775333662,3.47965632256826,50,14.7473281539192,0.491806602573809,50,9.4697600647996,2.60296013372663,50,29.6015001013144,1.5367253501874,50,-0.0221706211600821,0.11904357799451,50,29.6280916385092,1.53478714704747,50
"year172",172,86.7764479617137,3.47729178905434,50,14.8239473169085,0.494647337373681,50,9.52610542759658,2.6179080074708,50,29.6991609914935,1.54156646684839,50,-0.0221783859418406,0.119085681070066,50,29.7257538662276,1.53969802502697,50
"year173",173,86.773576074994,3.47504052540199,50,14.900655421802,0.497481881288232,50,9.58198439837916,2.63272381833056,50,29.7935873630782,1.54633461855666,50,-0.0221851864431011,0.119122540098188,50,29.820181464123,1.54453623233926,50
"year174",174,86.7716924149403,3.47292239812486,50,14.9659365931482,0.500127503855541,50,9.63762264559016,2.64747290271837,50,29.8952883131,1.55157741680827,50,-0.0221875377957991,0.119135228094873,50,29.9218830618382,1.54985247213945,50
"year175",175,86.7704843557124,3.47090728714728,50,15.0260493964977,0.502595095160006,50,9.6929952295372,2.66214977988402,50,29.992031857507,1.55661104703593,50,-0.0221897904781417,0.119147408150419,50,30.0186270980993,1.5549572671759,50
"year176",176,86.7693711591288,3.46897936659276,50,15.0832882810883,0.504950448443005,50,9.74803852152469,2.67673783034104,50,30.0839127505298,1.56144741000568,50,-0.0221920029812941,0.119159387355743,50,30.1105084360003,1.55986217948702,50
"year177",177,86.7681403701628,3.46713294805297,50,15.1385872835801,0.507241677820749,50,9.80273688198053,2.69123268415804,50,30.1712636347583,1.56609655984824,50,-0.0221941971620555,0.119171276846285,50,30.1978597497554,1.56457723429384,50
"year178",178,86.7667159442577,3.465364534552,50,15.1923570859368,0.509495951486225,50,9.85709207731645,2.70563476587775,50,30.2543775892252,1.57056594028178,50,-0.0221963832059345,0.119183127479615,50,30.2809741287464,1.56910999980714,50
"year179",179,86.7677838003949,3.46372599596068,50,15.2440395543112,0.511720029040565,50,9.91145363354815,2.7200433107368,50,30.35677235707,1.57610007594599,50,-0.0221919827173588,0.11915919518475,50,30.3833692574625,1.57471103656011,50
"year180",180,86.7710455761666,3.46218391115416,50,15.2942472784373,0.513921716398798,50,9.96579898501078,2.73445288896905,50,30.4593402167549,1.58160629340864,50,-0.0221873734778688,0.119134139206542,50,30.4859374585267,1.58028084806596,50
"year181",181,86.7755538067748,3.46071904172629,50,15.3430851683184,0.516106736386741,50,10.0200135696082,2.74883255964733,50,30.5601742524094,1.58701038518233,50,-0.0221827904654401,0.119109226759987,50,30.5867718300401,1.5857455237037,50
"year182",182,86.7809017018499,3.4593274245566,50,15.3906247262528,0.51827682152269,50,10.0740547343963,2.76316981600716,50,30.6589110458385,1.59230118579522,50,-0.0221782179457614,0.11908437044815,50,30.6855089578519,1.59109425738723,50
"year183",183,86.7869165448212,3.45800846862818,50,15.4369287637662,0.520431995059989,50,10.1279106938143,2.77746068359283,50,30.7554879767874,1.59747566539537,50,-0.022173649025566,0.119059532927824,50,30.7820862229961,1.59632419330749,50
"year184",184,86.7925540016663,3.45674190228081,50,15.4779011457077,0.522516719904146,50,10.1814571877502,2.79166943894471,50,30.8411520069749,1.60206767433907,50,-0.0221712861559183,0.119046680091126,50,30.8677504221665,1.60096757114375,50
"year185",185,86.7975730736137,3.45553111270164,50,15.5139970454902,0.524513254216703,50,10.2346712787273,2.8057889939357,50,30.9201189077422,1.60633145967904,50,-0.0221696248320967,0.119037642665663,50,30.9467173892316,1.60528029686063,50
"year186",186,86.8023232262059,3.45438377128985,50,15.5467264163407,0.526440404362035,50,10.2876089355329,2.81983446566232,50,30.995666371248,1.61043608627408,50,-0.0221679108330738,0.119028326455868,50,31.0222648896999,1.60943189854674,50
"year187",187,86.8070285232468,3.45329996005904,50,15.5767569257895,0.528317765759216,50,10.3403091733135,2.83381687833461,50,31.0684173528847,1.61440142254485,50,-0.0221661756172068,0.119018901160549,50,31.095015898747,1.61344203738463,50
"year188",188,86.8117725477471,3.45227684387114,50,15.6044120686446,0.53015684783923,50,10.3927912929663,2.84774200092928,50,31.1387019218287,1.61823847240926,50,-0.022164431322015,0.119009430377953,50,31.1653004916543,1.61732171815438,50
"year189",189,86.8189311564392,3.45135961842506,50,15.6296920391939,0.531964783108261,50,10.4453759077086,2.86170110009093,50,31.2269131231102,1.62302720704013,50,-0.0221570053236348,0.11896909306367,50,31.2535116815971,1.62215551623327,50
"year190",190,86.8303280138872,3.45056222518851,50,15.6527919144175,0.533745878460942,50,10.4983158742019,2.87576687115004,50,31.334268693536,1.62876431509256,50,-0.0221444059132529,0.11890065715069,50,31.3608671995696,1.62793867932067,50
"year191",191,86.8448338123842,3.44984359966525,50,15.6739520395197,0.535500674822157,50,10.5514681426572,2.88990075955388,50,31.4435689825903,1.63450562156718,50,-0.0221318941570348,0.118832704217017,50,31.4701674244265,1.63372240426095,50
"year192",192,86.8613765769801,3.44918931122059,50,15.6931607747292,0.537227434556287,50,10.6046923618219,2.90406361158679,50,31.5534483114511,1.64021757823109,50,-0.0221194194203207,0.118764951010737,50,31.5800466851834,1.63947390377645,50
"year193",193,86.8795110715494,3.4485992147451,50,15.7104669889721,0.538923489632036,50,10.6579359096228,2.91823934088591,50,31.6634070556596,1.64588682285706,50,-0.0221069625689319,0.118697293207013,50,31.6900053597055,1.64518021772033,50
"year194",194,86.8991041368867,3.44807697857084,50,15.7265634395399,0.540593688958837,50,10.7111890159501,2.93242405831394,50,31.7739819356013,1.65154655730393,50,-0.0220943533413993,0.118628806728528,50,31.8005801947678,1.6508748412938,50
"year195",195,86.9202058402927,3.44762697079871,50,15.7426986270705,0.542252201205721,50,10.7644667550861,2.94662126678504,50,31.886237976371,1.65725219735719,50,-0.0220813775675799,0.118558328051167,50,31.9128362568995,1.65661339280475,50
"year196",196,86.9426863300886,3.44724743450588,50,15.7581655956141,0.543893852337376,50,10.8177595911523,2.96082780918935,50,31.9987502483195,1.66292375357745,50,-0.0220684357006655,0.118488031042708,50,32.0253485682105,1.66231567846621,50
"year197",197,86.9664137956219,3.44693746030808,50,15.7727106847261,0.545510016643116,50,10.8710567565428,2.97504032444549,50,32.1113298306978,1.66855623543639,50,-0.0220555113852197,0.118417827303595,50,32.1379281954374,1.66797689773749,50
"year198",198,86.991306605182,3.44669672729997,50,15.786262066803,0.547094789952647,50,10.9243542527462,2.98925732336287,50,32.2238836219393,1.6741480137759,50,-0.0220425999920479,0.118347692752206,50,32.2504820333387,1.67359553561848,50
"year199",199,87.0165945274774,3.44651009358286,50,15.7981940584321,0.548636628034247,50,10.977553244908,3.00345043655185,50,32.330196630687,1.67937305353218,50,-0.0220313900040065,0.118286800637227,50,32.3567950707661,1.67884443496692,50
"year200",200,87.0341640770298,3.44621523779537,50,15.8016106671601,0.550040218978819,50,11.0295402314623,3.01730301984941,50,32.3644542898934,1.68077863398746,50,-0.0220396194740999,0.118331510043455,50,32.3910525401645,1.68025880243709,50
"year201",201,87.0454015436617,3.44590963983685,50,15.7994678508737,0.551313815667851,50,11.080498453402,3.03086402403593,50,32.387920970652,1.68183722653277,50,-0.0220475378062224,0.118374519598286,50,32.4145189715211,1.68132874901059,50
"year202",202,87.0531834421413,3.4456388389444,50,15.7935728196404,0.552489142378793,50,11.1308486972848,3.04424820234228,50,32.4050086152683,1.68266332551169,50,-0.022055341675362,0.118416921683085,50,32.4316063480343,1.68216681198897,50
"year203",203,87.0586546759145,3.44540332792172,50,15.7846963075105,0.553590008533314,50,11.1807577194479,3.05750480015344,50,32.4175556319268,1.68330945257106,50,-0.0220631020163916,0.118459100115359,50,32.4441530897496,1.68282458250088,50
"year204",204,87.0623056213142,3.44519451031511,50,15.7732098722007,0.55462925013416,50,11.2302965898418,3.07065639667153,50,32.4263817945922,1.68380128880887,50,-0.0220708455799809,0.118501195594975,50,32.4529789745151,1.68332748363255,50
"year205",205,87.0779842504032,3.44528866616893,50,15.7651577920668,0.555704139771716,50,11.281413829837,3.0842579440233,50,32.5496978472176,1.69038037698993,50,-0.0220459513405774,0.118365989372014,50,32.576294848279,1.68993977228661,50
"year206",206,87.1060338893438,3.44556675803309,50,15.7598042348234,0.556821503120189,50,11.3341868649669,3.09833671054848,50,32.7052851087881,1.69828354193898,50,-0.0220162244186224,0.118204563149229,50,32.7318819736787,1.69787238504051,50
"year207",207,87.1415237656032,3.44592083441702,50,15.7552514776364,0.557952239330976,50,11.3878970330984,3.11269792828419,50,32.8699947590014,1.70640881526084,50,-0.0219867734343791,0.11804463146694,50,32.8965914998954,1.7060216645393,50
"year208",208,87.1818677143727,3.44633131882747,50,15.7506278590449,0.559070762146375,50,11.4421706193396,3.12723404940384,50,33.0401209712395,1.71466181778253,50,-0.0219574531812424,0.117885397311479,50,33.0667175918688,1.71429533548486,50
"year209",209,87.2259779566582,3.44680627832613,50,15.7456076842552,0.560161953342674,50,11.4968574745237,3.14189818097633,50,33.2141285267101,1.7230009791523,50,-0.0219282116855163,0.117726583081656,50,33.2407250282339,1.72265267994379,50
"year210",210,87.264781974598,3.44717748310793,50,15.7405162052376,0.561198618405987,50,11.550664795566,3.15631969687612,50,33.3179475354005,1.7275533213729,50,-0.0219195857858097,0.117679747410143,50,33.3445440272466,1.72720713500575,50
"year211",211,87.2943965418031,3.44744904494979,50,15.7348142444581,0.562169310831736,50,11.6030240033136,3.17033234535712,50,33.3736099677381,1.72973897895353,50,-0.0219223077026322,0.117694524718577,50,33.4002065408696,1.72938933375719,50
"year212",212,87.3182758869069,3.44773012215487,50,15.7283924267929,0.563079161761336,50,11.6544482595022,3.18407381393342,50,33.4207369012278,1.7316645230208,50,-0.0219248204413759,0.117708153402452,50,33.4473335813599,1.7313143383557,50
"year213",213,87.3391453994313,3.44805518629025,50,15.721552662871,0.563934678905264,50,11.705351474323,3.19765964023608,50,33.4630844855938,1.73342070622896,50,-0.021927255003809,0.117721364086002,50,33.4896812809516,1.73307103325089,50
"year214",214,87.358097478977,3.44842155471035,50,15.7144140858708,0.564741099859237,50,11.7558981411442,3.21113945850174,50,33.5021470386538,1.73504912285204,50,-0.0219296594904438,0.117734418434314,50,33.5287439521942,1.7347001510339,50
"year215",215,87.3764686006847,3.44883819882559,50,15.707969335864,0.565512699917234,50,11.8062848023111,3.22457189755742,50,33.5461541217054,1.73696856378603,50,-0.0219299914743874,0.117736219710109,50,33.5727511851046,1.73662151959067,50
"year216",216,87.395555285664,3.44931207091229,50,15.7031658130617,0.566265615725069,50,11.8567036595671,3.23801370900708,50,33.5994307867551,1.73937312084884,50,-0.0219275071496338,0.117722726508981,50,33.6260280508849,1.73902921677573,50
"year217",217,87.4150035134865,3.44981797637954,50,15.6992857665412,0.566997093360943,50,11.9071035827577,3.25145243777488,50,33.6527768742152,1.74175105700512,50,-0.0219250797390112,0.11770954349296,50,33.6793743533211,1.74140926126165,50
"year218",218,87.4343508550674,3.45034372552288,50,15.6959576966804,0.567702175829116,50,11.9574138458174,3.26486925931011,50,33.7054852889086,1.74408477606344,50,-0.0219226739205533,0.117696474931024,50,33.7320829876315,1.74374445987349,50
"year219",219,87.4534300085838,3.45088584928013,50,15.6930259234999,0.568378104331381,50,12.0076098693289,3.27825710118328,50,33.7573027352163,1.74636752801174,50,-0.0219202765677647,0.117683449964619,50,33.783900655274,1.74602823470158,50
"year220",220,87.4720602282397,3.45144044339978,50,15.6901273630353,0.569021289392906,50,12.0576658336717,3.29160836010458,50,33.8070511170116,1.74853914370433,50,-0.0219181729630606,0.117672019101186,50,33.833649248126,1.74820027097095,50
"year221",221,87.48974790405,3.45199751237334,50,15.6861802980914,0.569621009241339,50,12.1075090316472,3.30490215036501,50,33.8512384351261,1.75042052329376,50,-0.0219172240299952,0.117666859486945,50,33.8778367305422,1.75008098039328,50
"year222",222,87.5066099275455,3.45256251038635,50,15.6817290054889,0.570180163913069,50,12.1571573985826,3.31814322873198,50,33.8936650067803,1.75222534746984,50,-0.0219162465880953,0.117661545521832,50,33.9202634537996,1.75188495136767,50
"year223",223,87.5228453217723,3.45313743194835,50,15.6770226858926,0.570704047938849,50,12.2066431106589,3.3313403893212,50,33.9346979528019,1.75396389057556,50,-0.0219152580999105,0.117656173383142,50,33.9612965475503,1.7536222671159,50
"year224",224,87.5385434602845,3.45372136398882,50,15.6721613911621,0.571196679210467,50,12.255980890017,3.34449793831542,50,33.9745218162269,1.75564144991413,50,-0.0219142655607601,0.117650780621467,50,34.0011205573654,1.7552981347686,50
"year225",225,87.5537522261714,3.45431281727715,50,15.6671879169738,0.571660730942009,50,12.304934386164,3.3572860233374,50,34.0132132752607,1.75723004061364,50,-0.0219132703434917,0.117645374148747,50,34.0398121622732,1.75688506279593,50
"year226",226,87.5682535079165,3.45490504486321,50,15.6617640540146,0.572094279156946,50,12.3532671133853,3.36931294249599,50,34.0486488309379,1.75862126529406,50,-0.0219128603100194,0.117643146762671,50,34.0752478511295,1.75827450944092,50
"year227",227,87.5821008462846,3.45549943955187,50,15.6560415718342,0.572498963099712,50,12.4011324242096,3.38082022546953,50,34.0826896358928,1.75993079260529,50,-0.0219124514028084,0.117640925641045,50,34.1092887855122,1.7595825737739,50
"year228",228,87.5954014307815,3.45609638257193,50,15.650106961695,0.572876976037251,50,12.4480967935096,3.39121873435073,50,34.1155163634227,1.76112974785423,50,-0.0219120371135642,0.117638675987993,50,34.1421156412597,1.76078103596852,50
"year229",229,87.6082101795845,3.45669497795043,50,15.6439979678195,0.573230037671474,50,12.4941399685412,3.40044065676237,50,34.1472150243371,1.76222882910802,50,-0.0219116212122481,0.117636418129605,50,34.1738144298845,1.76188079745035,50
"year230",230,87.6205605063547,3.4572941189034,50,15.6377347797596,0.573559422184212,50,12.5394762900887,3.40880327155905,50,34.1778797097078,1.76324766250286,50,-0.0219112041933346,0.117634154535748,50,34.2044792427375,1.76290109982334,50
"year231",231,87.6447750170518,3.45815404418336,50,15.635068677403,0.573934868422648,50,12.5861068619401,3.41699683873226,50,34.313485890981,1.76973760859824,50,-0.0218814333354459,0.117472446827168,50,34.340085580113,1.76941163732961,50
"year232",232,87.6830025262589,3.45921687888784,50,15.6362604030624,0.574368973279166,50,12.6344435190206,3.42520892222707,50,34.496167711038,1.77828304487556,50,-0.0218428408643933,0.117262855340688,50,34.5227675730452,1.77797723031726,50
"year233",233,87.7304686528114,3.46036596512146,50,15.6397762336293,0.574840777420408,50,12.6837578536378,3.4332873492681,50,34.6910789652888,1.7871187323214,50,-0.0218045823273928,0.117055082763843,50,34.7176790049142,1.78682740651813,50
"year234",234,87.7841260012422,3.4615730652747,50,15.6447270540159,0.575332230170897,50,12.7335839736431,3.4411338921706,50,34.893867364679,1.7961429349388,50,-0.0217664975235039,0.116848245344009,50,34.9204675834504,1.79586276835023,50
"year235",235,87.8426751794558,3.46284558546828,50,15.6507401401132,0.575833045065309,50,12.7837374097298,3.44872003088653,50,35.102700945008,1.80531048201521,50,-0.0217285263551389,0.116642020071079,50,35.1293013434047,1.80503922941151,50
"year236",236,87.8890741838036,3.46384771256117,50,15.6538197895669,0.576256381681158,50,12.831575851182,3.4553387333856,50,35.1759520437323,1.80730110688081,50,-0.0217296652975199,0.116648199847245,50,35.2025526324284,1.80701268289385,50
"year237",237,87.9111869670742,3.46447010936827,50,15.6512830854271,0.576540871460819,50,12.8751825756333,3.4604861128793,50,35.1143059210576,1.80267160313203,50,-0.0217636277621534,0.116832606097216,50,35.1409067118659,1.80235202129339,50
"year238",238,87.9163641319131,3.46497134657858,50,15.64510363393,0.576717356239976,50,12.9154986301285,3.46422784030146,50,35.0286751282204,1.79738133971454,50,-0.0217970540496435,0.117014081744016,50,35.0552761244177,1.79704147637093,50
"year239",239,87.9116203039659,3.46545120259041,50,15.6370723601835,0.576821270220977,50,12.9535277071086,3.46668543638107,50,34.9290547524546,1.79167422935212,50,-0.0218303107996917,0.117194665176328,50,34.9556559550496,1.79132045747996,50
"year240",240,87.8998505872615,3.46591097860738,50,15.6279125862544,0.576876098327738,50,12.9896361099898,3.4678922431019,50,34.8195427829013,1.78569775614628,50,-0.0218635349106069,0.117375098882096,50,34.8461441922154,1.78533433239224,50
"year241",241,87.886161739655,3.46641332418035,50,15.6185313177869,0.576911807431126,50,13.0248004584961,3.46829680188266,50,34.7346992729614,1.78120635858447,50,-0.0218876786291162,0.117506229567702,50,34.761300874432,1.78084225758126,50
"year242",242,87.8787712442788,3.46707006365644,50,15.6103138739139,0.576968404406061,50,13.0604154118383,3.46838220826343,50,34.716877612886,1.78025431571529,50,-0.0218926023413746,0.11753298111066,50,34.7434793713769,1.7799026021566,50
"year243",243,87.8755947469983,3.46775149740854,50,15.6029887517412,0.57703850892199,50,13.0959526289347,3.4678946199983,50,34.7048501705736,1.77944300913992,50,-0.0218977973743984,0.117561228785689,50,34.7314520763413,1.77910121667506,50
"year244",244,87.8735559984671,3.46839563203446,50,15.5958841736467,0.577110537669737,50,13.1310413508619,3.46686654528033,50,34.6942546422095,1.7786696726434,50,-0.0219030934587397,0.117590019428405,50,34.7208566921041,1.77833737020102,50
